event_title,event_genres,line_up,place,starting_time,finishing_time,venue_information,event_location_details,event_ticket_types,ticket_price,location_identifier,location_address,remain_prices,image,data_date,url,Record ID,id,city,starting_day,free_entrance,latitud,longitud,district
Bowie Disco Show // DJS: So High & Fariñas,"International, Live Show, Hits, Pop Internacional, Reggaeton","So High, Dj Fariñas",Bowie Show Discoteque,2024-11-23 23:59:00,2024-11-24 07:00:00,"Immerse yourself in the unique experience that only Bowie Show Discotheque can offer. Located in the heart of Valencia, Bowie is synonymous with unparalleled entertainment and top-class music. Every weekend, we transform the night with impressive shows, electrifying animations, and live performances that will keep you moving until dawn. Our expert DJs carefully select the best hits of all time and the latest chart-toppers, creating a musical atmosphere that never stops. The party at Bowie is endless, and every corner of our club is designed to offer you an unparalleled visual and auditory experience. Enjoy our modern decor and vibrant atmosphere, ideal for a night of fun with friends. Our professional team is dedicated to providing you with high-quality service, ensuring your comfort and safety at all times. Don’t think twice and come discover why Bowie Show Discotheque is the preferred destination for nightlife in Valencia. Join us and be part of a party you’ll never forget. We look forward to welcoming you!","Bowie Show Discotheque, the most vibrant club in downtown Valencia. At Bowie, we offer you a unique entertainment and music experience every weekend, with shows, animation, and performances that will keep you moving all night long. Additionally, our expert DJs play the best current and all-time hits, ensuring that the music never stops. At Bowie, the party never ends. Our modern decoration and vibrant atmosphere create an incomparable environment to enjoy a fun night out with friends. Our professional team ensures that you have the best experience at our discotheque, offering high-quality service and security for your peace of mind. Don't think about it anymore, come to Bowie and join the party. Discover why we are one of the most popular places for nightlife in Valencia. We're waiting for you! Bowie Show Discotheque, the most vibrant club in downtown Valencia. At Bowie, we offer you a unique entertainment and music experience every weekend, with shows, animation, and performances that will keep you moving all night long. Additionally, our expert DJs play the best current and all-time hits, ensuring that the music never stops. At Bowie, the party never ends. Our modern decoration and vibrant atmosphere create an incomparable environment to enjoy a fun night out with friends. Our professional team ensures that you have the best experience at our discotheque, offering high-quality service and security for your peace of mind. Don't think about it anymore, come to Bowie and join the party. Discover why we are one of the most popular places for nightlife in Valencia. We're waiting for you!","VIP exterior, Entrada taquilla, Guest List, Entrada Anticipada","0.0, 12.0, 18.0, 150.0","39.4655443,-0.37091799999996","Carrer de Martí, 4, Valencia, Spain","12.0, 18.0, 150.0",https://images.xceed.me/events/banners/bowie-disco-show-14-valencia-xceed-2a25.jpg?w=600&fm=auto,2024-11-22,https://xceed.me/en/valencia/event/bowie-disco-show-djs-so-high-farinas-1--170258,recxsrJCRTHGvARp0,recxsrJCRTHGvARp0,Valencia,Saturday,False,39.4655443,-0.37091799999996,l'Eixample
SÁBADO NOCHE | ISMAELO + SKINYZ + CARLITTOS,"International, Urban, Hits, Urban Sound",NaN,La3,2024-11-23 23:59:00,2024-11-24 07:00:00,Tuesday Party!,"It’s been open for less than 10 years but La3 has quickly become one of the most iconic clubs in Valencia. This club boasts quality sound systems, which have recently been upgraded to the Funktion-One system. The club’s name comes from the 3 rooms within the club: Main Room, Oven Club y Sala2, which have hosted the most famous national and international artists such as Jeff Mills, Nina Kraviz, Laurent Garnier, Seth Troxler, 2manydjs, Vitalic and Flux Pavilion among many others. La3 is not only one of the best party clubs in Valencia but it is a meeting point for true music lovers. In terms of music, La3 is now adding more urban styles such as trap, R&B and hip-hop and the popular Friday night is adapting to the needs of its public, the young and cosmopolitan masses. To satisfy you on Saturday nights, there is a new event at the club called “Electric Saturdays”, where you can enjoy the best national and international techno and house DJs in any of the 3 rooms that the venue boasts. If La3 is known for something in particular, it’s because of its high quality music played weekend after weekend.","Bottle Service, Ticket, Guest List","0.0, 10.0, 15.0, 19.0, 20.0","39.473577,-0.34458459999996","Avenida Blasco Ibanez 111, Valencia, Spain","0.0, 10.0, 15.0, 19.0, 20.0",https://images.xceed.me/events/banners/sabado-noche-ismaelo-skinyz-adela-bb-valencia-xceed-f83a.jpg?w=600&fm=auto,2024-11-22,https://xceed.me/en/valencia/event/sabado-noche-ismaelo-skinyz-carlittos--171637,reczQUxTRRyK3mFvk,reczQUxTRRyK3mFvk,Valencia,Saturday,True,39.473577,-0.34458459999996,Algirós
"Sábado 23/11 PICCABARET con MISS LOOT, BLUETOOTH GIRL, ALEXANDRA Y SATANASA en PICCA ","LGBTQ+, Local, Hits, Pop Internacional",NaN,PICCA,2024-11-23 23:59:00,2024-11-24 07:30:00,"This Saturday at Picca Club, we invite you to Picca Origins! We relived the spirit of Piccadilly, where every weekend was an unforgettable party. Come enjoy a night full of fun, with a varied audience where everyone is welcome. Immerse yourself in nostalgia and live the unique experience that has made Piccadilly legendary since its inception. Don't miss it, return to the origin with us and create new memories! PICCA! The place where you can be you.","PICCA. El lugar donde ser tú mismx. Todos los viernes y sábados de 00.00h a 07.30h. En pleno corazón de Ruzafa. La mítica sala SIDER, ambientada en una boite abierta desde 1969 se reconvierte en un espacio de diversión y diversidad LGTBI. 3 salas en un mismo espacio: Silent Battle: Donde una sala repleta de auriculares disfrutarán de tres estilos musicales. ¿Qué color ganará? ¡Los cascos están disponibles todos los viernes y sábados! Cocktail bar: Un espacio para disfrutar de los cócteles más refrescantes de todos los colores y sabores ;). Picca Club: Una sala para disfrutar la más pura esencia de Picca y bailar los mejores HITS del momento. La misma esencia pero renovadxs. Así que ponte guuuuuapa como diría la Rosalía. You are welcome, cariño. Picca, feel to be free. Prohibida la entrada a menores de 18 años. C/Tomasos 14, Valencia.","LISTA FREE, GUEST LIST (pay at door), ANTICIPADA 15 € (CON ACCESO A SILENT), ANTICIPADA 12€ (SIN ACCESO A SILENT)","0.0, 12.0, 15.0","39.461619,-0.37232700000004","Carrer dels Tomassos, 14, Valencia, Spain","12.0, 15.0",https://images.xceed.me/events/banners/sabado-23-11-piccabaret-con-alexandra-y-satanasa-en-picca-valencia-xceed-f78c.jpg?w=600&fm=auto,2024-11-22,https://xceed.me/en/valencia/event/sabado-23-11-piccabaret-con-miss-loot-bluetooth-girl-alexandra-y-satanasa-en-picca-1--171077,rec0DI1TjOhVJSu9C,rec0DI1TjOhVJSu9C,Valencia,Saturday,False,39.461619,-0.37232700000004,l'Eixample
GORILA CREW: Finest Drum&Bass in town,Drum and Bass,NaN,Oven Club Centro,2024-11-23 17:00:00,2024-11-23 23:00:00,__LINE UP Ledesma Chola S Pequeño Gabb DJ Grass Mc Rakkamuthafukka,"· Located in Valencia center · Funktion One · House, Deep House, Disco, Funk, Dub Techno, Trip Hop, Downtempo... · + 21","TICKET, Guest List","0.0, 10.0, 15.0","39.4637314,-0.37599309999996","Gran Via de les Germanies, 31, Valencia, Spain","0.0, 10.0, 15.0",https://images.xceed.me/events/banners/gorila-crew-finest-drumbass-in-town-valencia-xceed-d6fd.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/valencia/event/gorila-crew-finest-drumbass-in-town--169833,recCHi4z41K6y9DjE,recCHi4z41K6y9DjE,Valencia,Saturday,True,39.4637314,-0.37599309999996,l'Eixample
MINICLUB: SÁBADO 23 Tech House Session,"Underground, Urban, Tech house, Techno, Minimal","Bernna Prietto, T.Tommy",Miniclub.,2024-11-23 23:59:00,2024-11-24 07:30:00,"MINICLUB Avda Blasco Ibañez, 111 Valencia. 00.00 - 07.30 Entrada gratuita 00.00-00.30h Entrada 20€ (2 consumiciones hasta las 03.00, después 1 consumición) Mesa VIP 140€ hasta las 03.00 (5 PAX), luego 160€","Miniclub is located in the area of Plaza Honduras, near Avenida Blasco Ibañez. Thursdays, Fridays and Saturdays sessions are characterized by the best of House,Tech House, Deep House and Techno music. This nightclub is a must go for clubbing and electronic music lovers. An immersive experience destined to change your perception of Nightlife!","Ticket, Guest List","0.0, 20.0","39.473504,-0.34454900000003","Avenida Blasco Ibañez, 111, Valencia, Spain","0.0, 20.0",https://images.xceed.me/events/banners/miniclub-sabado-23-tech-house-session-valencia-xceed-b6ca.png?w=600&fm=auto,2024-11-22,https://xceed.me/en/valencia/event/miniclub-sabado-23-tech-house-session--172803,recIeH8i5aUZ87i5k,recIeH8i5aUZ87i5k,Valencia,Saturday,True,39.473504,-0.34454900000003,Algirós
Hamish & Toby  + Pau Pérez + Blanch  / Bar: Rafa Molina,"Underground, House, Tech house",NaN,Oven Club Centro,2024-11-23 23:30:00,2024-11-24 07:30:00,Oven Club Coctelería +21,"· Located in Valencia center · Funktion One · House, Deep House, Disco, Funk, Dub Techno, Trip Hop, Downtempo... · + 21","Ticket, Guest List","0.0, 15.0","39.4637314,-0.37599309999996","Gran Via de les Germanies, 31, Valencia, Spain","0.0, 15.0",https://images.xceed.me/events/banners/andy-luff-tadeusz-pizzicatto-bar-depanachi-mardi-valencia-xceed-e647.jpg?w=600&fm=auto,2024-11-22,https://xceed.me/en/valencia/event/hamish-toby-pau-perez-blanch-bar-rafa-molina--171619,reckllr5KaV3t4kbq,reckllr5KaV3t4kbq,Valencia,Saturday,True,39.4637314,-0.37599309999996,l'Eixample
SÁBADO TARDE | LOS TARDEOS DE LA3 | JAJAJERS SHOW + CEBRIÁN + KID RIZZO,"Hits, Indie - Rock","Pablo Cebrian, Fat Gordon",La3,2024-11-23 17:00:00,2024-11-23 23:59:00,Los Tardeos de La3!,"It’s been open for less than 10 years but La3 has quickly become one of the most iconic clubs in Valencia. This club boasts quality sound systems, which have recently been upgraded to the Funktion-One system. The club’s name comes from the 3 rooms within the club: Main Room, Oven Club y Sala2, which have hosted the most famous national and international artists such as Jeff Mills, Nina Kraviz, Laurent Garnier, Seth Troxler, 2manydjs, Vitalic and Flux Pavilion among many others. La3 is not only one of the best party clubs in Valencia but it is a meeting point for true music lovers. In terms of music, La3 is now adding more urban styles such as trap, R&B and hip-hop and the popular Friday night is adapting to the needs of its public, the young and cosmopolitan masses. To satisfy you on Saturday nights, there is a new event at the club called “Electric Saturdays”, where you can enjoy the best national and international techno and house DJs in any of the 3 rooms that the venue boasts. If La3 is known for something in particular, it’s because of its high quality music played weekend after weekend.","Bottle Service, Ticket, Guest List","0.0, 8.0, 12.0, 20.0","39.473577,-0.34458459999996","Avenida Blasco Ibanez 111, Valencia, Spain","0.0, 8.0, 12.0, 20.0",https://images.xceed.me/events/banners/sabado-tarde-los-tardeos-de-la3-jajajers-la3-djs-1-valencia-xceed-09b7.jpg?w=600&fm=auto,18/11/2024,https://xceed.me/en/valencia/event/sabado-tarde-los-tardeos-de-la3-jajajers-show-cebrian-kid-rizzo--170973,recXnwTLaBLFFaoMn,recXnwTLaBLFFaoMn,Valencia,Saturday,True,39.473577,-0.34458459999996,Algirós
S23 NEO ELEKTRONIK - en LATEX,"Underground, International, Tech house, Minimal, Melodic House & Techno",NaN,Latex Club,2024-11-23 23:59:00,2024-11-24 07:30:00,"At NEO we are passionate defenders of our culture and its advancement. We believe that the best way to preserve it is to adapt it to the digital age and make it relevant for current generations. At our event, we explore modernist aesthetics in a contemporary context, using technology and electronic music as bridges to the future.","Latex Club in Valencia presents itself as a dynamic and versatile space, which from now on opens its doors with a varied offer for each day of the week: Thursday: Moova - A party that mixes pop, hits, reggaeton, trap and electronic music, designed to adapt to all audiences. Moova is the new event in Ruzafa that promises to make you dance to the rhythm of all genres. Friday: Club Gordo is a unique experience in the Valencia techno scene, known for its focus on the total enjoyment of electronic music. It offers a night of techno and its most advanced variants, immersing attendees in an atmosphere of mystery and freedom. Saturdays: Four rotating proposals TBA Latex Club is thus positioned as an essential place in Valencia's nightlife, combining different styles and atmospheres to satisfy all music lovers.","ANTICIPADA 12 €, LISTA FREE","0.0, 12.0","39.4615073,-0.3727169","Carlos Cervera, 23, Valencia, Spain","0.0, 12.0",https://images.xceed.me/events/banners/s21-neo-elektronik-llori-en-latex-valencia-xceed-fa4e.png?w=600&fm=auto,2024-11-22,https://xceed.me/en/valencia/event/s23-neo-elektronik-en-latex--171245,recunlCBEDYDUv9vu,recunlCBEDYDUv9vu,Valencia,Saturday,True,39.4615073,-0.3727169,l'Eixample
Sábado 23/11 TARDEO en PICCA,"LGBTQ+, Pop Internacional, 90s - 00s, Hits",NaN,PICCA,2024-11-23 17:00:00,2024-11-23 23:59:00,The tardeos are coming to PICCA! Enjoy the silent from 5:00 PM. Get ready for an unforgettable experience at Picca! PICCA! The place where you can be yourself.,"PICCA. El lugar donde ser tú mismx. Todos los viernes y sábados de 00.00h a 07.30h. En pleno corazón de Ruzafa. La mítica sala SIDER, ambientada en una boite abierta desde 1969 se reconvierte en un espacio de diversión y diversidad LGTBI. 3 salas en un mismo espacio: Silent Battle: Donde una sala repleta de auriculares disfrutarán de tres estilos musicales. ¿Qué color ganará? ¡Los cascos están disponibles todos los viernes y sábados! Cocktail bar: Un espacio para disfrutar de los cócteles más refrescantes de todos los colores y sabores ;). Picca Club: Una sala para disfrutar la más pura esencia de Picca y bailar los mejores HITS del momento. La misma esencia pero renovadxs. Así que ponte guuuuuapa como diría la Rosalía. You are welcome, cariño. Picca, feel to be free. Prohibida la entrada a menores de 18 años. C/Tomasos 14, Valencia.","GUEST LIST (LIMITED), GUEST LIST: €10 WITH ONE DRINK INCLUDED","0.0, 10.0","39.461619,-0.37232700000004","Carrer dels Tomassos, 14, Valencia, Spain","0.0, 10.0",https://images.xceed.me/events/banners/sabado-23-11-tardeo-en-picca-valencia-xceed-f5fe.png?w=600&fm=auto,2024-11-22,https://xceed.me/en/valencia/event/sabado-23-11-tardeo-en-picca--171271,reciULtH25qv4v9JC,reciULtH25qv4v9JC,Valencia,Saturday,True,39.461619,-0.37232700000004,l'Eixample
Jagger Club,"Hits, Pop Internacional",NaN,Jagger Club,2024-11-23 22:30:00,2024-11-24 03:30:00,ACCESO GRATIS Reserva de VIPS aquí.,"Jagger Pub is not just your typical pub, it is a venue with character and style that offers a club-like experience. Located in the heart of the city, it's the perfect place to enjoy timeless hits and a vibrant atmosphere. With its sleek and modern decor, Jagger Pub provides the perfect backdrop for a night out with friends. The expertly crafted cocktail menu and wide selection of drinks make it the ideal spot for those looking to start their night off with a bang. As the night progresses, the venue transforms into a full-on club, with top-notch DJs spinning the latest and greatest tracks to keep you moving all night long. Whether you're in the mood for dancing or just hanging out with friends, Jagger Pub is the place to be. Come and experience the electric atmosphere and unforgettable nights at Jagger Pub.",VIP NOCHE,120.0,"39.4660067,-0.3718288","Gran Via del Marqués del Túria, 23, Valencia, Spain",120.0,https://images.xceed.me/events/banners/jagger-club-167-valencia-xceed-bd2b.png?w=600&fm=auto,2024-11-22,https://xceed.me/en/valencia/event/jagger-club-191--171145,rec2PkMNXj14M0kbV,rec2PkMNXj14M0kbV,Valencia,Saturday,False,39.4660067,-0.3718288,l'Eixample
